Tender_Proposal_ID,Procuring_Entity_Name,Rule_ID,Rule_Reference,Category,Finding,Evidence,Severity,Risk_Score,Review_Status,Investigative_Recommendation
1253427.0,"Office of the Member,Administration and",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Office of the Member,Administration and||nan||nan.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1253318.0,"Planning Section, Gazipur Development",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Planning Section, Gazipur Development||nan||nan.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1253320.0,"Planning Section, Gazipur Development",ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,"Tender matched multi-contract cluster on key vector: Planning Section, Gazipur Development||nan||nan.",High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1265434.0,Office of Exen (works),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Exen (works)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1229751.0,Office of the Project Director (KDA Bipone,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Project Director (KDA Bipone||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1173472.0,Office of Planning Officer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Planning Officer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1146762.0,Office of the Project Director (KDA Bipone,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Project Director (KDA Bipone||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1142890.0,Office of Exen (works),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Exen (works)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1132951.0,Office of Planning Officer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Planning Officer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1020481.0,Office of the Project Director (KDA,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Project Director (KDA||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1007160.0,Office of the Project Director (KDA,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Project Director (KDA||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
991635.0,Office of the Project Director (3Link Road),STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 442,452,500.00 registered a Modified Z-Score of 64.75.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
975516.0,Office of the Project Director (3Link Road),STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 623,250,056.00 registered a Modified Z-Score of 91.53.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
953792.0,Office of Exen (Maintenance),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Exen (Maintenance)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
953793.0,Office of Exen (Maintenance),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Exen (Maintenance)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
941420.0,Office of the Project Director (3Link Road),STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 806,242,304.97 registered a Modified Z-Score of 118.64.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
925871.0,Office of the Estate Director,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Estate Director||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
925890.0,Office of the Estate Director,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Estate Director||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
926061.0,Office of the Estate Director,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Estate Director||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
926062.0,Office of the Estate Director,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Estate Director||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
926063.0,Office of the Estate Director,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Estate Director||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
926064.0,Office of the Estate Director,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Estate Director||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
868640.0,Office of the Project Director (3Link Road),STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 604,963,771.95 registered a Modified Z-Score of 88.83.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
867256.0,Office of the Project Director (KDA Bus,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 107,298,313.66 registered a Modified Z-Score of 15.10.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
783087.0,Office of the Project Director (KDA Bipone,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 965,147,418.58 registered a Modified Z-Score of 142.19.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
728690.0,Office of Exen (Maintenance),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Exen (Maintenance)||nan||2022-08-31 15:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
728691.0,Office of Exen (Maintenance),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Exen (Maintenance)||nan||2022-08-31 15:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
728692.0,Office of Exen (Maintenance),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Exen (Maintenance)||nan||2022-08-31 15:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
688763.0,Office of Exen (Maintenance),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Exen (Maintenance)||nan||2022-04-20 17:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
688794.0,Office of Exen (Maintenance),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Exen (Maintenance)||nan||2022-04-20 17:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
581310.0,Office of Exen (works),STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 1,434,577,898.25 registered a Modified Z-Score of 211.73.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
524780.0,Office of the Assistant Programmer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Assistant Programmer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
502973.0,Office of Exen (works),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Exen (works)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
366041.0,Office of Chief Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Chief Engineer||nan||2019-10-03 12:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
366041.0,Office of Chief Engineer,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 165,756,363.99 registered a Modified Z-Score of 23.76.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
366087.0,Office of Chief Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Chief Engineer||nan||2019-10-03 12:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
366087.0,Office of Chief Engineer,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 125,264,837.70 registered a Modified Z-Score of 17.76.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
326788.0,Office of Chief Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Chief Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
326787.0,Office of Chief Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Chief Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
317768.0,Office of Planning Officer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Planning Officer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
292378.0,Office of Chief Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Chief Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
292379.0,Office of Chief Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Chief Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
277364.0,Office of Chief Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Chief Engineer||nan||2019-01-27 10:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
277365.0,Office of Chief Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Chief Engineer||nan||2019-01-27 10:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
277365.0,Office of Chief Engineer,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 188,206,438.14 registered a Modified Z-Score of 27.08.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
277366.0,Office of Chief Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Chief Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
277367.0,Office of Chief Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Chief Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
277368.0,Office of Chief Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Chief Engineer||nan||2019-01-27 10:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
277368.0,Office of Chief Engineer,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 43,031,474.05 registered a Modified Z-Score of 5.58.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
277369.0,Office of Chief Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of Chief Engineer||nan||2019-01-27 10:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
277369.0,Office of Chief Engineer,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 44,046,499.95 registered a Modified Z-Score of 5.73.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
179866.0,Office of the Assistant Programmer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Assistant Programmer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
149365.0,Office of Chief Engineer,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 222,729,274.80 registered a Modified Z-Score of 32.20.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
124055.0,Office of the Project Director (KDA Rest,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 52,530,500.00 registered a Modified Z-Score of 6.98.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
1307402.0,Superintending Engineer (Civil Circle-3),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Superintending Engineer (Civil Circle-3)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1222794.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1262415.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1262416.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1265185.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1297773.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1294288.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1266470.0,Development of Residential and,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Development of Residential and||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1232699.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1206004.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1222799.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1234620.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1234622.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1254223.0,Superintending Engineer (Civil Circle-1),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Superintending Engineer (Civil Circle-1)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1240323.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1167810.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1240321.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1240322.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1250614.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1225895.0,Gulshan-Banani-Baridhara Lake,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Gulshan-Banani-Baridhara Lake||nan||2026-02-09 20:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1225895.0,Gulshan-Banani-Baridhara Lake,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 82,538,882.71 registered a Modified Z-Score of 11.43.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
1225896.0,Gulshan-Banani-Baridhara Lake,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Gulshan-Banani-Baridhara Lake||nan||2026-02-09 20:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1225896.0,Gulshan-Banani-Baridhara Lake,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 83,872,613.91 registered a Modified Z-Score of 11.63.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
1189629.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||2026-02-02 17:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1215675.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||2026-02-02 17:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1215677.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||2026-02-02 17:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1207633.0,Development of Residential and,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Development of Residential and||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1207634.0,Development of Residential and,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Development of Residential and||nan||2026-02-01 20:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1207634.0,Development of Residential and,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 42,387,663.93 registered a Modified Z-Score of 5.48.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
1207636.0,Development of Residential and,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Development of Residential and||nan||2026-02-01 20:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1207636.0,Development of Residential and,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 41,493,488.30 registered a Modified Z-Score of 5.35.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
1207637.0,Development of Residential and,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Development of Residential and||nan||2026-02-01 20:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1207637.0,Development of Residential and,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 33,155,616.20 registered a Modified Z-Score of 4.11.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
1207635.0,Development of Residential and,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Development of Residential and||nan||2026-02-01 20:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1207635.0,Development of Residential and,STAT_001,Statistical Outlier Model via MAD,Financial,Extreme Contract Price Outlier,"Contract value BDT 39,054,818.19 registered a Modified Z-Score of 4.99.",High,25,Needs Manual Review,Evaluate line-item pricing maps against historical reference curves.
1205153.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||2026-01-15 17:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1205157.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||2026-01-15 17:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1205162.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||2026-01-15 17:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1205154.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||2026-01-15 17:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1170765.0,Gulshan-Banani-Baridhara Lake,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Gulshan-Banani-Baridhara Lake||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1170766.0,Gulshan-Banani-Baridhara Lake,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Gulshan-Banani-Baridhara Lake||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1154317.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1149822.0,Superintending Engineer (Civil Circle-1),ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Superintending Engineer (Civil Circle-1)||nan||nan.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1097756.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||2025-09-11 17:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1146506.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||2025-09-11 17:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
1146509.0,Office of the Superintending Engineer,ELG_005,PPA 2006 Split Prohibition,Eligibility,Potential Artificial Contract Splitting,Tender matched multi-contract cluster on key vector: Office of the Superintending Engineer||nan||2025-09-11 17:00.,High,25,Possible Non-Compliance,Audit package definitions to see if scope was sliced to evade high approval levels.
